,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,1.0,5.0,4.8,12.833,15.0
2,144231,144231,144231,144231,144231
3,3,10,3,36,35
4,1,,,2,3
5,,,,4,2
6,232,,,1533,976
7,,,,,
8,4,6,1,39,33
9,,3,1,14,10
10,100,80,,100,94
11,,9,6,,2
12,,26,43,95,92
13,,3,3,8,10
14,,,,1,1
15,0,30,33,64,54
16,33,30,33,17,26
17,67,40,33,19,20
