,2018-2019,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2019-2020,2020-2021,2021-2022
1,6.0,9.833,6.0,18.0,6.0,1.0,26.0,19.0,15.0
2,23077.0,14154.0,14538.0,23077.0,23077.0,23077.0,38077.0,38077.0,38077.0
3,34.0,12.0,32.0,33.0,32.0,28.0,35.0,34.0,21.0
4,27.0,0.0,20.0,26.0,8.0,12.0,6.0,4.0,6.0
5,6.0,1.0,11.0,8.0,6.0,5.0,1.0,5.428571428571429,5.428571428571429
6,113.0,0.0,142.0,110.0,344.0,173.0,343.0,320.0,109.0
7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,26.0,15.0,29.0,30.0,21.0,27.0,18.0,13.0,3.0
9,16.0,2.0,12.0,13.0,15.0,12.0,17.0,13.0,7.0
10,100.0,67.0,100.0,97.0,97.0,79.0,69.0,41.0,29.0
11,11.571428571428571,4.0,11.571428571428571,1.0,2.0,8.0,14.0,24.0,28.0
12,3.0,12.0,12.0,2.0,4.0,1.0,2.0,3.0,1.0
13,3.0,0.0,0.0,2.0,4.0,1.0,2.0,3.0,1.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,76.0,25.0,88.0,76.0,63.0,82.0,54.0,59.0,38.0
16,15.0,0.0,3.0,18.0,31.0,7.0,31.0,15.0,33.0
17,9.0,75.0,9.0,6.0,6.0,11.0,14.0,26.0,29.0
