,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,20.0,15.0,19.0,21.0,26.0,10.0,23.0,11.0
2,51459.0,51459.0,125788.0,125788.0,125788.0,125788.0,128269.0,128269.0
3,20.0,36.0,32.0,35.0,19.0,15.0,25.0,23.0
4,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0
5,1.0,5.0,4.0,3.0,5.0,3.142857142857143,2.0,2.0
6,783.0,3240.0,2501.0,1526.0,0.0,1158.0,2089.0,0.0
7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8,15.0,33.0,33.0,44.0,20.0,18.0,24.0,23.0
9,8.0,18.0,12.0,12.0,4.0,6.0,9.0,9.0
10,85.0,100.0,84.0,97.0,95.0,87.0,96.0,96.0
11,13.0,6.428571428571429,7.0,1.0,1.0,7.0,10.0,6.0
12,5.0,3.0,4.0,5.0,3.0,2.0,8.0,2.0
13,5.0,3.0,4.0,5.0,3.0,2.0,8.0,2.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,65.0,56.0,59.0,51.0,58.0,40.0,44.0,57.0
16,20.0,28.0,16.0,17.0,21.0,27.0,16.0,17.0
17,15.0,17.0,25.0,31.0,21.0,33.0,40.0,26.0
