,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2,4750,4558,5,36673,39712,38462,49808,49808,49808
3,33,27,34,23,34,35,27,31,21
4,,1,1,2,,1,,3,1
5,2,,4,1,5,4,,1,1
6,,2331,2941,995,,3092,,867,1828
7,,,,,,,,,
8,48,33,55,44,51,53,25,44,26
9,7,6,10,5,7,8,9,7,7
10,97,100,97,96,100,100,81,97,100
11,1,3,2,4,,,9,2,1
12,87,71,89,61,89,92,71,82,55
13,9,6,7,8,12,11,5,7,4
14,,,,1,,,,,2
15,36,30,50,35,35,29,19,39,33
16,18,30,15,13,26,29,37,29,24
17,45,41,35,52,38,43,44,32,43
