,2018-2019,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2019-2020,2020-2021,2021-2022
1,29.0,25.0,20.0,14.0,13.0,30.0,18.0,24.0,33.0
2,0,104316,100,0,0,0,0,300,300
3,38,10,16,34,31,36,34,37,35
4,22,2,6,14,15,32,19,22,23
5,9,1,3,7,12,10,9,5,13
6,148,251,152,195,165,91,152,140,120
7,,,,,,,,,
8,20,2,20,28,25,30,26,41,22
9,21,6,4,8,8,16,14,11,20
10,97,60,63,94,94,94,97,92,86
11,1,4,7,2,3,2,4,3,5
12,100,63,94,89,82,95,89,97,92
13,1,1,,2,2,1,1,,1
14,,,,1,,,,,
15,79,60,56,65,71,56,88,51,71
16,18,20,13,26,10,31,3,24,23
17,3,20,31,9,19,14,9,24,6
