,2019-2020,2021-2022,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2020-2021
1,11.0,11.0,16.0,6.0,18.0,6.0,11.0,10.0,11.0
2,36731,28808,25327,11308,11250,26250,28596,29423,36731
3,28,28,4,28,25,27,29,31,24
4,,,,1,1,2,2,,1
5,3,1,,,9,8,8,4,
6,,,,2346,2186,1131,1132,,1318
7,,,,,,,,,
8,29,15,5,25,25,19,42,40,19
9,5,8,1,12,7,11,9,9,10
10,89,61,75,96,100,100,86,87,71
11,6,18,1,1,1,3,4,4,8
12,74,74,25,90,74,79,76,82,63
13,8,4,2,1,4,2,7,8,4
14,,,,,,,,,
15,36,54,50,86,72,67,52,35,54
16,25,18,25,4,24,26,14,19,25
17,39,29,25,11,4,7,34,45,21
