,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,35.0,29.0,33.0,33.0,32.0,19.0,17.0,26.0,18.0
2,£80,£138808,£174309,£203150,£287235,£300,£300,£300,£300
3,14,27,26,23,27,32,32,31,22
4,,,,1,,2,2,2,1
5,1,,,2,1,,1,,1
6,,,,1924,,1377,1411,1357,1831
7,,,,,,,,1,
8,14,21,22,19,28,34,21,23,22
9,5,10,11,8,7,9,16,14,5
10,86,78,88,100,100,97,100,100,91
11,2,14,8,3,3,2,4,2,4
12,37,71,68,61,71,84,84,82,58
13,1,1,5,1,3,,2,2,
14,,,1,,,1,,,
15,64,81,73,74,52,50,72,65,45
16,14,4,15,17,30,16,22,23,36
17,21,15,12,9,19,34,6,13,18
