,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,12.5,16.0,24.0,18.0,16.333,17.0,16.333,7.0,7.0
2,30154,45846,45846,47462,47904,47885,40385,40385,40385
3,24,28,29,16,33,31,28,33,28
4,1,7,2,2,6,7,2,6,4
5,,3,5,3,9,4,2,4,2
6,1092,236,918,553,481,394,1146,444,501
7,,,,,,,,,
8,17,19,30,15,35,52,41,46,38
9,1,5,9,3,13,5,6,7,8
10,38,64,69,88,97,100,93,94,86
11,15,14,10,2,1,,2,2,8
12,71,82,85,94,97,91,82,97,82
13,2,1,4,,4,8,5,5,4
14,1,,,,,,,,
15,50,57,38,31,55,23,32,30,32
16,25,29,24,38,24,26,32,18,25
17,25,14,38,31,21,52,36,52,43
