,2021-2022,2018-2019,2019-2020,2020-2021
1,13.5,13.5,13.5,13.5
2,249231.0,249231.0,249231.0,249231.0
3,15.0,10.0,30.0,37.0
4,7.0,0.0,6.0,21.0
5,1.0,2.0,2.0,3.0
6,154.0,0.0,250.0,139.0
7,0.0,0.0,0.0,0.0
8,11.0,2.0,30.0,52.0
9,3.0,1.0,7.0,8.0
10,80.0,10.0,43.0,92.0
11,3.0,25.0,23.0,4.0
12,2.0,12.0,4.0,1.0
13,2.0,0.0,4.0,1.0
14,0.0,0.0,1.0,0.0
15,53.0,0.0,27.0,24.0
16,27.0,50.0,37.0,32.0
17,20.0,50.0,37.0,43.0
