,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,33.0,22.0,28.0,29.0,28.0,20.0,22.0,16.0,25.0
2,0,230577,230769,230769,226727,230769,230769,230769,230769
3,34,24,31,33,36,33,35,33,10
4,2,4,4,4,2,4,6,2,
5,1,2,2,3,3,1,,1,
6,1502,266,583,635,1578,731,512,1017,
7,1,,,,,1,,,
8,71,7,12,20,22,26,25,15,6
9,10,13,20,18,21,17,16,16,5
10,100,38,84,88,97,97,100,67,50
11,,20,12,6,1,2,1,12,28
12,89,63,82,87,95,87,92,87,29
13,13,1,1,8,9,10,11,9,1
14,1,,,,,,,,
15,35,71,74,61,58,58,49,67,70
16,12,21,10,24,28,27,40,24,30
17,53,8,16,15,14,15,11,9,0
