,2018-2019,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2019-2020,2020-2021,2021-2022
0,Celta Vigo,Liverpool,Sevilla,Celta Vigo,Celta Vigo,Celta Vigo,Celta Vigo,Celta Vigo,Celta Vigo
1,19.0,21.875,28.0,19.0,19.0,19.0,19.0,19.0,19.0
2,"€50,000.00","€50,385.00","€68,981.00","€50,000.00","€50,000.00","€50,000.00","GROSS P/W
(IN EUR)","€50,000.00","€50,000.00"
3,27,12,16,35,32,34,37,33,37
4,20,,2,13,19,22,14,14,17
5,6,1,1,4,3,5,3,12,5
6,113,,227,204,122,134,233,205,182
7,,,,,,,,,
8,39,2,7,37,44,46,48,44,39
9,6,6,5,9,5,7,11,9,13
10,96%,42%,25%,89%,78%,97%,100%,100%,97%
11,2,9,23,4,10,1,,1,1
12,71%,32%,42%,92%,84%,89%,97%,87%,97%
13,5,3,2,8,9,9,9,8,9
14,,,,,1,,,,
15,33%,58%,63%,46%,34%,38%,19%,39%,32%
16,37%,8%,6%,26%,19%,24%,41%,30%,24%
17,30%,33%,31%,29%,47%,38%,41%,30%,43%
