,2020-2021,2018-2019,2019-2020,2021-2022
1,8.0,6.5,6.5,9.0
2,5962.0,5962.0,5962.0,5962.0
3,31.0,8.0,17.0,11.0
4,3.0,1.0,0.0,1.0
5,1.0,1.0,1.0,1.0
6,434.0,588.0,0.0,547.0
7,0.0,0.0,0.0,0.0
8,16.0,5.0,6.0,8.0
9,11.0,3.0,5.0,4.0
10,42.0,88.0,18.0,55.0
11,23.0,1.0,23.0,6.0
12,7.0,4.0,1.0,12.0
13,7.0,4.0,1.0,0.0
14,0.0,0.0,0.0,0.0
15,39.0,50.0,35.0,27.0
16,29.0,25.0,35.0,27.0
17,32.0,25.0,29.0,45.0
