,2018-2019,2019-2020,2020-2021,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018
1,30.0,17.0,33.0,18.0,20.0,15.0,19.0,21.0
2,125788.0,125788.0,102918.0,102918.0,114353.0,125788.0,125788.0,125788.0
3,27.0,18.0,17.0,36.0,27.0,38.0,29.0,13.0
4,2.0,8.0,4.0,16.0,14.0,16.0,12.0,3.0
5,4.0,4.166666666666667,4.166666666666667,8.0,3.0,6.0,3.0,1.0
6,424.0,124.0,187.0,192.0,133.0,152.0,101.0,204.0
7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8,5.0,15.0,5.0,37.0,14.0,26.0,16.0,7.0
9,12.0,4.0,8.0,15.0,10.0,18.0,10.0,3.0
10,26.0,67.0,47.0,100.0,78.0,68.0,38.0,46.0
11,29.0,13.0,27.0,16.428571428571427,6.0,12.0,21.0,7.0
12,1.0,1.0,1.0,3.0,5.0,2.0,2.0,12.0
13,1.0,1.0,1.0,3.0,5.0,2.0,2.0,0.0
14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,59.0,56.0,47.0,61.0,67.0,53.0,55.0,46.0
16,19.0,11.0,35.0,19.0,19.0,29.0,17.0,15.0
17,22.0,33.0,18.0,19.0,15.0,18.0,28.0,38.0
