,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
1,35.0,25.0,33.0,33.0,32.0,19.0,17.0,26.0
2,41504.0,41891.0,183810.0,183978.0,165648.0,165648.0,165648.0,165648.0
3,12.0,28.0,23.0,25.0,30.0,29.0,35.0,34.0
4,0.0,3.0,1.0,4.0,5.0,3.0,4.0,6.0
5,1.0,2.8,3.0,2.8,3.0,2.8,3.0,4.0
6,0.0,717.0,1530.0,426.0,519.0,771.0,772.0,484.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3.0,9.0,13.0,20.0,33.0,32.0,22.0,20.0
9,8.0,19.0,11.0,7.0,9.0,8.0,17.0,16.0
10,8.0,93.0,74.0,80.0,100.0,93.0,100.0,94.0
11,11.0,2.0,19.0,7.0,5.0,5.0,1.0,2.0
12,12.0,13.0,7.0,10.0,8.0,6.0,12.0,10.0
13,0.0,13.0,7.0,10.0,8.0,6.0,12.0,10.0
14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
15,83.0,71.0,87.0,80.0,60.0,52.0,71.0,71.0
16,8.0,21.0,4.0,8.0,23.0,17.0,20.0,21.0
17,8.0,7.0,9.0,12.0,17.0,31.0,9.0,9.0
