,2018-2019,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2019-2020,2020-2021,2021-2022
1,12.5,33.0,16.0,24.0,12.5,12.5,12.0,2.5,4.8
2,63462.0,41808.0,45846.0,47462.0,47904.0,47885.0,63462.0,55385.0,55385.0
3,19.0,7.0,27.0,30.0,19.0,29.0,25.0,20.0,15.0
4,2.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0
5,1.0,1.25,1.25,1.25,1.25,2.0,1.0,1.25,1.0
6,785.0,0.0,1772.0,1163.0,0.0,801.0,0.0,0.0,1331.0
7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,26.0,6.0,22.0,39.0,24.0,40.0,30.0,6.0,38.0
9,5.0,2.0,8.0,8.0,6.0,5.0,6.0,11.0,1.0
10,95.0,86.0,78.0,87.0,89.0,93.0,92.0,35.0,100.0
11,1.0,1.0,10.0,4.0,2.0,3.0,4.0,18.0,5.375
12,4.0,1.0,5.0,3.0,6.0,7.0,6.0,3.0,4.0
13,4.0,1.0,5.0,3.0,6.0,7.0,6.0,3.0,4.0
14,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
15,58.0,43.0,63.0,37.0,37.0,14.0,36.0,65.0,13.0
16,21.0,29.0,22.0,23.0,16.0,45.0,28.0,30.0,27.0
17,21.0,29.0,15.0,40.0,47.0,41.0,36.0,5.0,60.0
