,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,13.3,13.3,13.3,13.3,13.857,15.0,25.0,9.0,18.0
2,1327.0,5115.0,5115.0,52846.0,53423.0,53462.0,53462.0,53462.0,53462.0
3,19.0,14.0,1.0,18.0,30.0,19.0,24.0,28.0,18.0
4,1.0,1.0,0.0,2.0,0.0,5.0,4.0,3.0,2.0
5,1.0,1.6,1.6,1.0,1.6,1.6,2.0,2.0,2.0
6,1208.0,849.0,0.0,788.0,0.0,217.0,450.0,411.0,323.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,12.0,10.0,1.0,23.0,17.0,9.0,23.0,13.0,10.0
9,9.0,5.0,8.5,4.0,14.0,10.0,8.0,11.0,7.0
10,79.0,57.0,100.0,100.0,77.0,68.0,88.0,50.0,33.0
11,4.0,6.0,10.0,14.25,11.0,25.0,7.0,22.0,29.0
12,4.0,12.0,12.0,2.0,8.0,4.0,4.0,2.0,2.0
13,4.0,0.0,0.0,2.0,8.0,4.0,4.0,2.0,2.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,47.0,36.0,100.0,50.0,50.0,74.0,67.0,79.0,78.0
16,26.0,29.0,0.0,11.0,37.0,5.0,25.0,18.0,6.0
17,26.0,36.0,0.0,39.0,13.0,21.0,8.0,4.0,17.0
