,2021-2022,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
1,15.0,15.0,1.5,7.0,23.0,25.0,30.0,24.0,20.0
2,0,19269,31038,615385,615385,615385,615385,615385,384615
3,1,28,35,30,25,25,14,13,13
4,,,1,1,1,1,,,
5,,,2,,,,1,,
6,,,3088,2656,2132,2189,,,
7,,,,,1,,,,
8,2,26,27,26,22,17,16,12,4
9,,11,16,12,10,12,5,5,8
10,100,96,100,100,96,96,93,77,46
11,22,1,,,9,4,9,15,21
12,3,74,92,79,66,66,37,34,34
13,1,3,5,6,4,7,4,5,1
14,,1,,,,,,,
15,0,46,63,57,96,72,57,77,92
16,100,32,26,23,0,28,29,8,0
17,0,21,11,20,4,0,14,15,8
