,2019-2020,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2020-2021,2021-2022
1,17.0,22.0,19.0,14.0,19.0,19.0,23.0,19.0,19.0
2,40577.0,40577.0,40577.0,40577.0,40577.0,18654.0,26346.0,40577.0,40577.0
3,15.0,26.0,26.0,17.0,3.0,5.0,4.0,28.0,4.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,,,,,,,,,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23.0,31.0,28.0,18.0,4.0,5.0,1.0,42.0,4.0
9,3.0,8.0,8.0,5.0,1.0,2.0,3.0,4.0,1.0
10,93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0
11,24.0,24.142857142857142,24.142857142857142,10.0,32.0,33.0,31.0,10.0,29.0
12,1.0,4.0,1.0,12.0,12.0,2.0,12.0,1.0,1.0
13,1.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0
14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,33.0,31.0,27.0,29.0,67.0,80.0,50.0,18.0,50.0
16,27.0,23.0,27.0,35.0,0.0,0.0,50.0,43.0,25.0
17,40.0,46.0,46.0,35.0,33.0,20.0,0.0,39.0,25.0
