,2019-2020,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2020-2021,2021-2022
1,8.714,4.0,8.714,1.0,8.714,19.0,3.0,6.0,16.0
2,115385,108750,108750,136692,137981,115385,115385,115385,115385
3,22,36,36,30,15,31,31,33,31
4,9,8,7,9,4,6,4,7,12
5,4,7,17,12,2,13,6,10,9
6,215,313,436,286,312,391,476,346,216
7,,,,,,,,,
8,19,29,37,42,13,34,31,33,30
9,8,8,12,8,7,11,10,6,11
10,100,83,97,97,93,90,74,85,90
11,,6,1,1,1,3,11,5,3
12,79,95,95,79,94,82,82,87,82
13,5,6,3,3,3,6,3,4,3
14,1,,,,,,,2,
15,64,44,56,50,47,58,48,36,55
16,23,31,17,30,33,29,23,33,23
17,14,25,28,20,20,13,29,30,23
