,2018-2019,2021-2022,2015-2016,2017-2018,2019-2020,2020-2021
1,17.0,27.0,22.0,4.0,10.0,35.0
2,100,100,100,100,100,100
3,32,29,26,24,33,32
4,3,2,,3,2,1
5,1,4,,,2,
6,956,1201,,716,1485,2843
7,1,,1,,1,1
8,30,18,31,16,24,21
9,14,17,7,11,17,17
10,100,93,96,100,100,100
11,,4,3,2,,4
12,94,76,57,80,97,89
13,10,5,6,4,7,4
14,,,2,,,
15,81,79,35,75,73,72
16,9,10,19,13,15,16
17,9,10,46,13,12,13
