,2021-2022,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
0,Lazio,Lazio,Lazio,Lazio,Lazio,Lazio,Lazio
1,9.0,14.0,11.875,17.0,6.0,4.0,17.0
2,"€46,288.00","€47,731.00","€49,385.00","€49,865.00","€49,808.00","€49,808.00","€42,692.00"
3,25,,,,23,33,32
4,1,,,,,2,
5,1,,,,,4,2
6,1446,,,,,1321,
7,,,,,,,
8,16,,,,19,32,32
9,9,,,,6,10,9
10,64%,,,,61%,91%,94%
11,9,,,,20,4,2
12,63%,,,,64%,83%,82%
13,2,,,,1,6,4
14,,,,,,,
15,40%,,,,43%,42%,25%
16,20%,,,,17%,30%,34%
17,40%,,,,39%,27%,41%
