,2020-2021,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2021-2022
1,24.0,24.0,34.0,26.0,23.0,19.0,19.0,31.0,19.0
2,1083846.0,550288.0,832692.0,832692.0,832692.0,1083846.0,1083846.0,1083846.0,1083846.0
3,18.0,26.0,33.0,34.0,30.0,20.0,17.0,15.0,22.0
4,9.0,9.0,22.0,24.0,13.0,19.0,15.0,13.0,13.0
5,5.0,8.0,7.0,14.0,11.0,13.0,7.0,6.0,6.0
6,157.0,193.0,117.0,127.0,204.0,94.0,96.0,102.0,142.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,15.0,17.0,17.0,26.0,26.0,16.0,14.0,11.0,23.0
9,7.0,11.0,19.0,16.0,10.0,9.0,6.0,9.0,5.0
10,83.0,73.0,88.0,100.0,100.0,100.0,94.0,100.0,100.0
11,3.0,7.0,5.0,3.4,1.0,3.4,1.0,3.4,3.4
12,6.0,6.0,6.0,6.0,7.0,5.0,2.0,3.0,10.0
13,6.0,6.0,6.0,6.0,7.0,5.0,2.0,3.0,10.0
14,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
15,61.0,73.0,79.0,76.0,70.0,90.0,82.0,87.0,64.0
16,11.0,12.0,9.0,9.0,20.0,5.0,12.0,7.0,18.0
17,28.0,15.0,12.0,15.0,10.0,5.0,6.0,7.0,18.0
