,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,4.0,2.5,25.0,15.0,20.0
2,43542,36923,46154,55385,36923
3,26,31,13,22,18
4,2,3,1,2,
5,5,6,,,1
6,931,914,481,620,
7,,,,,
8,26,54,12,24,9
9,6,7,4,5,5
10,73,100,31,59,56
11,7,,9,11,11
12,76,91,93,65,60
13,4,6,,3,2
14,,,1,,
15,31,32,23,32,61
16,38,29,31,27,17
17,31,39,46,41,22
