,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,2.75,1.5,6.333,5.0,6.0,2.0,4.0,19.0,19.0
2,7923,7923,4173,4173,4231,0,0,0,0
3,,17,3,8,15,16,15,32,29
4,,5,,1,1,1,,,
5,,,,,,,,1,
6,,224,,180,1239,1306,,,
7,,,,,,,1,,
8,,20,4,1,14,29,14,41,19
9,,2,,5,5,3,3,8,12
10,,71,67,13,100,94,47,100,45
11,,6,6,28,16,1,17,1,18
12,0,50,20,24,44,94,60,84,76
13,,2,,1,1,2,,12,10
14,,1,,,,,,,
15,,35,0,63,53,50,60,31,34
16,,24,33,13,27,6,20,34,31
17,,41,67,25,20,44,20,34,34
