,2021-2022,2018-2019,2019-2020,2020-2021
1,10.0,10.0,10.0,10.0
2,9615.0,9615.0,9615.0,9615.0
3,30.0,15.0,21.0,37.0
4,4.0,0.0,4.0,12.0
5,1.0,4.0,3.0,8.0
6,562.0,0.0,421.0,205.0
7,0.0,0.0,0.0,0.0
8,38.0,9.0,25.0,17.0
9,7.0,4.0,7.0,18.0
10,87.0,13.0,95.0,76.0
11,4.0,24.0,1.0,9.0
12,5.0,12.0,4.0,2.0
13,5.0,0.0,4.0,2.0
14,0.0,0.0,0.0,0.0
15,20.0,33.0,43.0,57.0
16,33.0,33.0,29.0,24.0
17,47.0,33.0,29.0,19.0
