,2021-2022,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
1,30.0,35.0,29.0,33.0,33.0,32.0,19.0,17.0,26.0
2,461538.0,262750.0,262750.0,304481.0,315135.0,318154.0,348462.0,348654.0,461538.0
3,32.0,35.0,29.0,27.0,29.0,32.0,36.0,37.0,34.0
4,27.0,17.0,15.0,24.0,11.0,5.0,21.0,21.0,23.0
5,12.0,9.0,10.0,7.0,5.0,10.0,6.0,8.0,9.0
6,96.0,162.0,153.0,82.0,173.0,430.0,141.0,150.0,126.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23.0,30.0,21.0,20.0,22.0,29.0,39.0,22.0,24.0
9,14.0,14.0,12.0,10.0,7.0,9.0,12.0,18.0,16.0
10,97.0,97.0,100.0,96.0,79.0,78.0,97.0,97.0,97.0
11,2.0,1.0,2.0,1.0,9.0,7.0,1.0,2.0,1.0
12,12.0,2.0,1.0,1.0,12.0,12.0,1.0,12.0,2.0
13,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,75.0,71.0,76.0,74.0,69.0,59.0,56.0,68.0,71.0
16,19.0,17.0,3.0,15.0,21.0,28.0,14.0,24.0,21.0
17,6.0,11.0,21.0,11.0,10.0,13.0,31.0,8.0,9.0
