,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2019-2020,2020-2021,2021-2022
1,25.0,21.0,18.0,23.778,18.0,17.0,26.0,30.0
2,204208.0,246255.0,254853.0,256634.0,256634.0,256634.0,256634.0,256634.0
3,35.0,38.0,31.0,36.0,34.0,16.0,14.0,18.0
4,14.0,14.0,4.0,16.0,12.0,1.0,3.0,0.0
5,7.0,9.0,3.0,5.0,4.0,3.0,2.0,1.0
6,206.0,241.0,549.0,186.0,202.0,1077.0,177.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,24.0,30.0,32.0,29.0,27.0,4.0,4.0,9.0
9,16.0,17.0,8.0,15.0,14.0,9.0,5.0,7.0
10,91.0,100.0,81.0,100.0,82.0,88.0,50.0,39.0
11,3.0,8.5,6.0,8.5,7.0,5.0,8.0,22.0
12,2.0,3.0,2.0,3.0,2.0,12.0,12.0,1.0
13,2.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,66.0,68.0,32.0,78.0,53.0,75.0,50.0,50.0
16,20.0,24.0,35.0,8.0,21.0,19.0,36.0,39.0
17,14.0,8.0,32.0,14.0,26.0,6.0,14.0,11.0
