,2018-2019,2015-2016,2016-2017,2017-2018,2019-2020,2020-2021,2021-2022
1,15.0,1.0,1.0,13.857,25.0,9.0,18.0
2,106923.0,42288.0,42288.0,106846.0,106923.0,106923.0,106923.0
3,35.0,3.0,35.0,38.0,32.0,32.0,35.0
4,0.0,0.0,0.0,4.0,0.0,3.0,3.0
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,0.0,0.0,0.0,855.0,0.0,926.0,1050.0
7,1.0,0.0,0.0,1.0,1.0,0.0,0.0
8,32.0,4.0,45.0,30.0,30.0,24.0,32.0
9,15.0,12.333333333333334,6.0,17.0,11.0,13.0,12.0
10,100.0,67.0,97.0,100.0,94.0,97.0,100.0
11,3.0,13.0,2.0,4.833333333333333,4.0,4.0,3.0
12,5.0,12.0,5.0,2.0,8.0,1.0,3.0
13,5.0,0.0,5.0,2.0,8.0,1.0,3.0
14,0.0,1.0,1.0,0.0,1.0,0.0,0.0
15,51.0,33.0,29.0,53.0,66.0,75.0,66.0
16,26.0,0.0,31.0,32.0,25.0,19.0,23.0
17,23.0,67.0,40.0,16.0,9.0,6.0,11.0
