,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,5.0,22.0,28.0,29.0,28.0,20.0,24.0,20.0,19.0
2,408942,881596,653846,721154,480769,480769,240385,240385,240385
3,35,37,38,36,32,37,35,36,26
4,16,22,22,16,19,15,9,13,3
5,3,1,5,8,9,8,4,7,3
6,166,112,138,191,132,213,283,200,565
7,,,,,,,,,
8,43,21,15,25,15,29,29,31,16
9,11,19,24,19,19,19,13,12,9
10,89,78,95,100,94,100,89,89,81
11,4,8,2,1,3,,5,6,6
12,92,97,100,95,84,97,92,95,74
13,5,6,5,3,7,5,2,4,3
14,,,,,1,,,,
15,40,62,74,61,59,57,66,61,58
16,29,22,11,22,28,27,20,19,23
17,31,16,16,17,13,16,14,19,19
