,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,27.0,28.0,29.0,22.0,29.0,20.0,36.0,27.0,30.0
2,189827.0,191654.0,192308.0,192308.0,432692.0,432692.0,432692.0,432692.0,432692.0
3,28.0,19.0,30.0,32.0,23.0,31.0,28.0,32.0,30.0
4,2.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0
5,6.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,3.0
6,1199.0,833.0,1247.0,627.0,777.0,843.0,2498.0,1338.0,1321.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,16.0,12.0,14.0,17.0,10.0,27.0,24.0,43.0,26.0
9,15.0,11.0,17.0,16.0,13.0,11.0,14.0,8.0,12.0
10,93.0,100.0,90.0,91.0,74.0,94.0,96.0,94.0,100.0
11,2.0,3.2857142857142856,3.0,4.0,6.0,2.0,4.0,2.0,3.2857142857142856
12,12.0,12.0,2.0,1.0,1.0,4.0,12.0,4.0,2.0
13,0.0,0.0,2.0,1.0,1.0,4.0,0.0,4.0,2.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,89.0,68.0,83.0,72.0,87.0,71.0,79.0,69.0,70.0
16,4.0,21.0,13.0,22.0,9.0,16.0,11.0,19.0,20.0
17,7.0,11.0,3.0,6.0,4.0,13.0,11.0,13.0,10.0
