,2020-2021,2016-2017,2017-2018,2018-2019,2019-2020,2021-2022
1,10.0,9.0,10.0,10.0,10.0,10.0
2,19019,19019,11538,11538,11538,11538
3,30,17,12,26,20,32
4,,1,1,1,,2
5,1,1,1,1,1,
6,,1410,806,2070,,679
7,,,,,,
8,24,25,15,22,16,16
9,7,4,2,9,5,11
10,67,94,92,88,65,53
11,17,1,15,11,12,20
12,300,89,32,68,30,84
13,7,6,6,3,3,5
14,,,,,,2
15,30,24,25,38,30,41
16,33,35,17,31,30,31
17,37,41,58,31,40,28
