,2018-2019,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2019-2020,2020-2021,2021-2022
1,30.0,24.0,34.0,26.0,23.0,25.0,24.0,20.0,15.0
2,577,130962,157923,163442,160,577,577,577,577
3,36,15,27,31,26,33,27,35,30
4,2,,1,,1,2,2,3,2
5,9,2,4,4,7,8,4,5,10
6,1496,,2330,,1967,1372,1094,1008,1322
7,,,2,,,,1,2,
8,30,12,15,17,24,21,23,34,32
9,16,7,14,17,8,18,10,14,6
10,89,93,100,94,81,91,93,97,100
11,4,1,6,5,13,6,4,2,1
12,95,39,71,82,68,87,71,92,79
13,6,6,7,2,4,7,7,8,11
14,,1,1,,,,,,
15,72,73,78,74,69,76,59,66,60
16,22,13,11,13,19,21,26,17,20
17,6,13,11,13,12,3,15,17,20
