,2014-2015,2015-2016,2016-2017,2017-2018,2019-2020,2020-2021,2021-2022
1,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2,12173,45846,47462,57,63462,63462,63462
3,33,32,33,20,28,19,30
4,2,,1,2,4,3,
5,,4,2,2,2,1,6
6,1485,,2970,880,606,430,
7,,,,,,,
8,38,39,39,44,54,28,38
9,13,8,10,2,5,3,4
10,100,100,100,100,100,79,100
11,,,,,3,5,
12,97,94,97,59,82,56,88
13,2,3,6,4,9,2,3
14,,,,,,,
15,27,31,36,20,32,21,47
16,36,34,39,20,18,21,27
17,36,34,24,60,50,58,27
