,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,35.0,29.0,33.0,33.0,32.0,19.0,17.0,26.0,19.0
2,180442,284442,343019,350,384615,468846,468846,524423,524423
3,32,27,23,28,26,28,35,15,12
4,4,4,2,7,4,6,11,2,2
5,1,1,2,,1,1,,,
6,688,562,971,355,573,412,274,638,401
7,,,,1,1,,,,
8,31,26,21,34,31,33,20,13,6
9,13,10,8,5,6,10,17,6,5
10,100,100,100,100,100,100,100,100,67
11,,,1,1,,,,1,6
12,84,71,61,74,68,74,92,39,32
13,11,11,7,7,9,6,10,3,2
14,2,,2,1,2,1,,,1
15,69,81,65,71,50,57,66,67,75
16,19,4,17,18,31,11,26,20,25
17,13,15,17,11,19,32,9,13,0
