,2019-2020,2018-2019,2020-2021,2021-2022
1,3.0,11.0,5.0,30.0
2,160192,160192,160192,160192
3,25,7,35,26
4,1,,1,2
5,2,,2,1
6,2108,,2402,618
7,,,,
8,21,5,28,13
9,9,2,10,11
10,96,57,80,50
11,2,10,7,21
12,89,18,92,74
13,4,1,6,9
14,,,,
15,60,29,43,77
16,16,57,26,12
17,24,14,31,12
