,2019-2020,2015-2016,2016-2017,2017-2018,2018-2019,2020-2021,2021-2022
1,10.0,17.0,9.0,10.0,10.0,10.0,10.0
2,49231.0,40962.0,49231.0,49231.0,49231.0,49231.0,49231.0
3,32.0,32.0,26.0,8.0,30.0,23.0,22.0
4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,,,,,,,
6,0.0,0.0,0.0,0.0,0.0,1948.0,0.0
7,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8,27.0,38.0,29.0,10.0,30.0,26.0,20.0
9,11.0,5.0,7.0,2.0,10.0,5.0,6.0
10,100.0,94.0,96.0,88.0,100.0,96.0,95.0
11,4.0,2.0,4.0,7.0,3.0,4.0,7.0
12,2.0,11.0,3.0,2.0,10.0,6.0,6.0
13,2.0,11.0,3.0,2.0,10.0,6.0,6.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,34.0,22.0,58.0,25.0,37.0,30.0,27.0
16,34.0,19.0,8.0,13.0,37.0,30.0,41.0
17,31.0,59.0,35.0,63.0,27.0,39.0,32.0
