,2020-2021,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2021-2022
1,26.0,35.0,10.0,33.0,33.0,32.0,19.0,17.0,30.0
2,46308,46308,74058,70904,70981,140385,180385,162308,162308
3,24,40,33,25,33,33,31,18,29
4,2,8,3,4,2,4,1,2,3
5,5,3,4,6,7,7,3,1,
6,924,445,916,310,701,420,1511,419,612
7,,,,,,,,,
8,16,47,33,9,14,25,18,10,18
9,9,10,13,8,8,8,10,8,9
10,88,100,91,40,36,48,48,44,69
11,5,,4,23,24,22,19,14,17
12,63,95,87,66,87,87,82,47,76
13,3,9,5,4,4,3,4,1,3
14,,,,,,,1,,
15,67,33,39,88,82,61,55,72,69
16,21,23,27,8,15,24,16,17,17
17,13,45,33,4,3,15,29,11,14
