,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,9.167,10.0,7.0,6.0,17.0,16.0,16.0,16.0,23.0
2,31115,32231,33346,114353,114353,114353,74038,74038,74038
3,30,33,34,31,34,37,38,37,37
4,,,,,,,,,
5,,,,,,,,,
6,,,,,,,,,
7,1,,,,,,,,1
8,20,29,19,34,24,46,40,51,43
9,15,11,17,12,17,8,13,10,14
10,100,100,100,100,100,100,100,100,100
11,,,,1,,,,1,
12,100,97,100,91,100,97,100,97,97
13,2,3,3,2,4,1,,1,2
14,,,1,,,,,,
15,67,64,79,58,71,41,39,32,46
16,23,30,15,23,18,24,37,24,24
17,10,6,6,19,12,35,24,43,30
