,2020-2021,2018-2019,2019-2020,2021-2022
1,11.0,11.0,11.0,11.0
2,41154.0,41154.0,41154.0,41154.0
3,33.0,34.0,34.0,22.0
4,5.0,14.0,11.0,1.0
5,4.0,5.0,3.0,4.0
6,407.0,174.0,250.0,671.0
7,0.0,0.0,0.0,0.0
8,23.0,24.0,23.0,9.0
9,12.0,11.0,13.0,5.0
10,70.0,79.0,97.0,18.0
11,12.0,9.0,3.0,22.0
12,10.0,9.0,14.0,6.0
13,10.0,9.0,14.0,6.0
14,1.0,0.0,0.0,0.0
15,24.0,38.0,35.0,18.0
16,27.0,41.0,35.0,36.0
17,48.0,21.0,29.0,45.0
