,2019-2020,2017-2018,2018-2019,2020-2021,2021-2022
1,6.5,9.0,6.5,8.0,9.0
2,13462,9615,13462,13462,13462
3,14,2,7,32,32
4,,,,,
5,,,,1,4
6,,,,,
7,,,,,
8,12,1,6,22,22
9,3,1,1,11,17
10,57,50,86,88,78
11,17,7,7,8,12
12,21,5,18,320,84
13,2,,,3,3
14,,,,,
15,21,50,43,44,44
16,29,0,14,28,28
17,50,50,43,28,28
