,2018-2019,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2019-2020,2020-2021,2021-2022
1,21.0,16.0,25.0,18.0,33.0,23.0,22.0,21.0,20.0
2,178077.0,40000.0,74981.0,95442.0,98673.0,99712.0,213654.0,213654.0,213654.0
3,31.0,26.0,28.0,22.0,27.0,26.0,29.0,26.0,28.0
4,1.0,0.0,1.0,2.0,3.0,4.0,1.0,2.0,0.0
5,2.0,2.7142857142857144,2.7142857142857144,3.0,4.0,4.0,3.0,2.0,1.0
6,2387.0,0.0,2505.0,749.0,770.0,529.0,2386.0,930.0,0.0
7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
8,19.0,21.0,12.0,7.0,19.0,15.0,31.0,21.0,25.0
9,13.0,9.0,18.0,13.0,12.0,15.0,8.0,6.0,8.0
10,90.0,100.0,100.0,68.0,93.0,88.0,93.0,77.0,61.0
11,5.0,9.5,1.0,20.0,11.0,12.0,5.0,7.0,15.0
12,7.0,13.0,9.0,6.0,5.0,7.0,4.0,2.0,3.0
13,7.0,13.0,9.0,6.0,5.0,7.0,4.0,2.0,3.0
14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
15,81.0,62.0,75.0,77.0,74.0,88.0,62.0,69.0,43.0
16,13.0,15.0,18.0,9.0,11.0,12.0,17.0,15.0,32.0
17,6.0,23.0,7.0,14.0,15.0,0.0,21.0,15.0,25.0
