,2020-2021,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2021-2022
1,10.0,16.0,18.0,14.0,18.0,14.222,11.0,18.0,14.0
2,00,15885,53423,73615,94923,95827,00,00,00
3,22,26,33,33,16,24,19,26,16
4,,3,12,6,2,1,5,4,3
5,,6,7,11,5,3,4,6,2
6,,590,226,433,565,1147,212,356,227
7,,,,,,,,,
8,7,37,31,35,21,23,13,20,5
9,5,4,16,13,3,6,4,6,4
10,32,77,97,94,88,54,74,65,56
11,20,6,1,2,5,21,6,11,8
12,65,81,97,97,47,71,56,76,47
13,2,7,5,5,4,2,4,2,2
14,,,,,,,1,,
15,45,15,52,55,31,33,53,54,56
16,23,19,30,18,19,29,11,19,25
17,32,65,18,27,50,38,37,27,19
