,2020-2021,2018-2019,2019-2020,2021-2022
1,2.25,2.25,2.25,2.25
2,17885.0,14231.0,17885.0,17885.0
3,11.0,35.0,7.0,28.0
4,3.0,4.0,0.0,4.0
5,1.0,4.0,3.0,4.0
6,251.0,545.0,0.0,301.0
7,0.0,0.0,0.0,0.0
8,10.0,30.0,3.0,23.0
9,3.0,8.0,2.0,6.0
10,82.0,69.0,63.333333333333336,39.0
11,2.0,12.0,14.0,24.0
12,2.0,8.0,1.0,4.0
13,2.0,8.0,1.0,4.0
14,0.0,0.0,0.0,0.0
15,36.0,29.0,14.0,29.0
16,27.0,29.0,29.0,29.0
17,36.0,43.0,57.0,43.0
