,2018-2019,2019-2020,2020-2021,2021-2022
1,5.0,2.5,2.5,19.0
2,57692,57692,57692,57692
3,25,11,27,29
4,2,5,7,6
5,,,4,4
6,427,149,307,178
7,,,,
8,8,14,40,14
9,11,3,8,7
10,36,82,93,28
11,25,2,2,22
12,74,73,79,81
13,1,3,9,3
14,,,,
15,52,36,22,45
16,24,27,33,24
17,24,36,44,31
