,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,4.0,4.8,1.0,11.0,11.0,11.0,11.0
2,12519.0,12519.0,16173.0,17308.0,29423.0,29423.0,29423.0
3,5.0,4.0,27.0,33.0,35.0,34.0,31.0
4,0.0,0.0,1.0,1.0,1.0,3.0,0.0
5,2.0,1.0,2.0,2.0,1.0,1.0,5.0
6,0.0,0.0,2123.0,2678.0,3070.0,995.0,0.0
7,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,8.0,2.0,25.0,25.0,33.0,35.0,27.0
9,10.5,3.0,8.0,11.0,14.0,13.0,14.0
10,40.0,87.83333333333333,96.0,97.0,97.0,97.0,100.0
11,6.0,18.0,1.0,3.0,1.0,3.0,5.333333333333333
12,1.0,12.0,9.0,8.0,10.0,11.0,13.0
13,1.0,0.0,9.0,8.0,10.0,11.0,13.0
14,0.0,0.0,1.0,0.0,1.0,0.0,0.0
15,0.0,75.0,33.0,36.0,34.0,26.0,26.0
16,20.0,0.0,30.0,39.0,34.0,29.0,45.0
17,80.0,25.0,37.0,24.0,31.0,44.0,29.0
