,2020-2021,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2021-2022
1,20.0,9.833,34.0,26.0,23.0,25.0,30.0,24.0,15.0
2,173077,119635,123827,160,173077,173077,173077,173077,173077
3,31,34,,7,36,37,35,36,35
4,,,,,,,,,
5,,,,,,,,2,
6,,,,,,,,,
7,,1,,,,,,,
8,32,43,,7,33,28,32,36,34
9,11,9,,3,13,19,16,14,11
10,100,100,,86,100,100,100,100,100
11,,,34,32,,1,1,1,
12,82,100,0,18,95,97,92,95,92
13,1,1,,,1,,,1,3
14,,,,,,,,,
15,68,47,,86,75,73,71,67,54
16,16,21,,0,17,24,23,17,26
17,16,32,,14,8,3,6,17,20
