,2018-2019,2019-2020,2020-2021,2021-2022
1,18.0,18.0,22.0,10.0
2,153846,153846,153846,160192
3,33,28,15,29
4,4,4,,2
5,1,5,,
6,718,562,,972
7,,,,
8,42,32,18,32
9,10,12,6,6
10,97,89,87,76
11,1,3,2,11
12,97,82,44,85
13,2,4,4,3
14,,,,
15,67,64,60,72
16,21,18,7,7
17,12,18,33,21
