,2018-2019,2019-2020,2020-2021,2017-2018,2021-2022
1,7.0,7.667,12.0,4.0,7.667
2,23077,19231,19231,0,19231
3,17,28,26,9,28
4,,,,,2
5,,1,,,
6,,,,,1100
7,,,,,
8,22,35,35,10,40
9,2,7,5,3,7
10,94,96,96,100,93
11,9,5,1,3,6
12,50,82,76,26,82
13,5,9,9,3,5
14,,,1,,
15,18,43,31,33,46
16,53,21,35,33,18
17,29,36,35,33,36
