,2019-2020,2021-2022,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2020-2021
1,27.0,17.0,18.0,14.0,18.0,14.222,5.0,17.0
2,67308.0,67308.0,76192.0,76192.0,67077.0,67308.0,67308.0,67308.0
3,11.0,27.0,13.0,22.0,30.0,26.0,27.0,27.0
4,2.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0
5,2.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0
6,338.0,0.0,0.0,582.0,2539.0,2018.0,1058.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6.0,23.0,7.0,22.0,45.0,37.0,22.0,15.0
9,3.0,7.0,7.0,7.0,5.0,5.0,12.0,13.0
10,73.0,93.0,62.0,86.0,93.0,85.0,93.0,89.0
11,6.0,6.0,7.0,3.0,2.0,7.0,2.0,6.0
12,1.0,4.0,2.0,4.0,4.0,3.0,4.0,6.0
13,1.0,4.0,2.0,4.0,4.0,3.0,4.0,6.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,55.0,37.0,46.0,55.0,27.0,46.0,59.0,59.0
16,36.0,26.0,31.0,18.0,23.0,27.0,26.0,26.0
17,9.0,37.0,23.0,27.0,50.0,27.0,15.0,15.0
