,2021-2022,2018-2019,2019-2020,2020-2021
0,Inter Milan,Inter Milan,Inter Milan,Inter Milan
1,18.0,15.0,25.0,9.0
2,"€213,654.00","GROSS P/W
(IN EUR)","€213,654.00","€213,654.00"
3,35,27,35,38
4,21,6,14,17
5,3,2,3,6
6,109,224,175,146
7,,,,
8,25,17,28,24
9,12,11,12,14
10,80%,48%,83%,79%
11,8,21,6,8
12,92%,71%,92%,100%
13,6,4,8,5
14,,,1,
15,63%,48%,60%,74%
16,26%,30%,29%,18%
17,11%,22%,11%,8%
