,2018-2019,2019-2020,2014-2015,2015-2016,2016-2017,2017-2018,2020-2021,2021-2022
1,2.25,2.25,19.0,14.0,2.25,2.25,2.25,19.0
2,128269.0,128269.0,16019.0,35577.0,35577.0,128269.0,128269.0,128269.0
3,36.0,34.0,25.0,9.0,34.0,37.0,36.0,36.0
4,9.0,7.0,1.0,0.0,3.0,4.0,9.0,3.0
5,9.0,6.0,3.0,5.428571428571429,2.0,8.0,9.0,1.0
6,354.0,403.0,731.0,0.0,780.0,585.0,356.0,717.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,51.0,43.0,9.0,8.0,27.0,44.0,56.0,24.0
9,8.0,12.0,7.0,2.0,7.0,9.0,7.0,11.0
10,100.0,97.0,24.0,67.0,94.0,68.0,100.0,67.0
11,11.333333333333334,1.0,27.0,10.0,4.0,13.0,11.333333333333334,13.0
12,7.0,6.0,3.0,3.0,7.0,4.0,4.0,7.0
13,7.0,6.0,3.0,3.0,7.0,4.0,4.0,7.0
14,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
15,25.0,32.0,56.0,0.0,32.0,32.0,25.0,53.0
16,28.0,24.0,28.0,78.0,26.0,11.0,28.0,22.0
17,47.0,44.0,16.0,22.0,41.0,57.0,47.0,25.0
