,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
0,Nice,Nice,Nice,Nice,Porto,Chelsea
1,4.0,6.0,3.625,3.625,23.0,25.0
2,"€9,000.00","€9,096.00","€11,538.00","€39,423.00","€137,224.00","€138,846.00"
3,27,21,35,19,8,8
4,1,,1,1,,
5,1,,1,,,
6,2208,,2994,1454,,
7,,,1,,,
8,21,18,29,18,9,7
9,10,6,15,4,3,4
10,93%,62%,97%,84%,63%,75%
11,8,19,3,7,9,23
12,71%,55%,92%,68%,26%,21%
13,4,1,1,2,,2
14,,,,,,
15,59%,38%,40%,47%,75%,63%
16,30%,24%,31%,21%,25%,13%
17,11%,38%,29%,32%,0,25%
