,2018-2019,2020-2021,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2019-2020
1,27.0,19.0,10.0,14.0,13.0,26.0,15.0,13.0
2,38462.0,38462.0,85765.0,85765.0,85765.0,85765.0,85765.0,38462.0
3,34.0,23.0,29.0,25.0,35.0,23.0,7.0,20.0
4,5.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0
5,4.0,1.0,1.8333333333333333,2.0,1.0,2.0,1.8333333333333333,1.0
6,594.0,1958.0,2537.0,1086.0,3114.0,1830.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,30.0,18.0,21.0,26.0,35.0,17.0,0.0,18.0
9,15.0,10.0,14.0,7.0,15.0,10.0,7.0,7.0
10,100.0,100.0,100.0,100.0,100.0,87.0,57.0,95.0
11,8.0,8.0,8.0,8.0,2.0,15.0,14.0,1.0
12,12.0,3.0,4.0,4.0,2.0,2.0,12.0,2.0
13,0.0,3.0,4.0,4.0,2.0,2.0,0.0,2.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,82.0,78.0,59.0,56.0,49.0,48.0,100.0,75.0
16,6.0,13.0,31.0,20.0,23.0,39.0,0.0,10.0
17,12.0,9.0,10.0,24.0,29.0,13.0,0.0,15.0
