,2020-2021,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2021-2022
1,20.0,24.0,34.0,26.0,23.0,25.0,30.0,24.0,15.0
2,564926.0,564926.0,195476.0,171905.0,201125.0,242540.0,564926.0,564926.0,564926.0
3,18.0,26.0,27.0,30.0,25.0,30.0,35.0,35.0,27.0
4,0.0,2.0,5.0,2.0,2.0,2.0,4.0,1.0,1.0
5,1.25,1.25,1.0,1.0,1.25,1.25,2.0,1.25,1.0
6,0.0,1155.0,477.0,1293.0,1096.0,1316.0,788.0,3092.0,2093.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,20.0,24.0,15.0,23.0,24.0,23.0,30.0,36.0,19.0
9,5.0,11.0,17.0,14.0,9.0,14.0,16.0,13.0,10.0
10,100.0,100.0,96.0,100.0,100.0,97.0,100.0,100.0,93.0
11,2.0,3.2857142857142856,6.0,1.0,3.0,7.0,1.0,3.2857142857142856,3.0
12,3.0,5.0,6.0,10.0,6.0,8.0,6.0,15.0,10.0
13,3.0,5.0,6.0,10.0,6.0,8.0,6.0,15.0,10.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,44.0,73.0,81.0,70.0,68.0,80.0,74.0,63.0,56.0
16,28.0,12.0,11.0,13.0,24.0,17.0,20.0,20.0,30.0
17,28.0,15.0,7.0,17.0,8.0,3.0,6.0,17.0,15.0
