,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2021-2022
1,1.5,9.0,6.333,5.0,6.0,2.0,10.0
2,15154,15154,15154,15154,15308,14423,14231
3,32,21,27,29,33,33,17
4,6,,5,4,11,6,1
5,7,,4,1,4,5,1
6,433,,379,653,265,484,929
7,,,,,,,
8,36,16,28,21,37,39,15
9,9,7,9,15,10,10,4
10,91,48,70,100,100,97,76
11,3,16,13,1,1,1,4
12,94,62,79,85,97,97,94
13,5,1,4,5,3,3,3
14,,,,,,,
15,59,48,56,79,58,61,18
16,22,14,19,14,18,12,35
17,19,38,26,7,24,27,47
