,2018-2019,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018
1,17.0,17.375,17.375,12.0,14.0,13.0,25.0
2,106923.0,57750.0,59769.0,99712.0,119231.0,106923.0,106923.0
3,29.0,36.0,37.0,35.0,33.0,9.0,32.0
4,3.0,3.0,6.0,5.0,7.0,0.0,1.0
5,2.0,5.0,6.0,3.0,2.0,2.0,4.0
6,727.0,716.0,302.0,459.0,389.0,0.0,2385.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,28.0,41.0,13.0,21.0,32.0,12.0,19.0
9,8.0,8.0,21.0,16.0,7.0,1.0,15.0
10,83.0,69.0,62.0,69.0,94.0,89.0,81.0
11,8.0,11.0,14.0,11.0,3.0,1.0,11.0
12,5.0,3.0,4.0,8.0,4.0,3.0,1.0
13,5.0,3.0,4.0,8.0,4.0,3.0,1.0
14,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,48.0,44.0,68.0,46.0,55.0,67.0,63.0
16,38.0,22.0,19.0,37.0,33.0,11.0,22.0
17,14.0,33.0,14.0,17.0,12.0,22.0,16.0
