,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
0,Hoffenheim,Hoffenheim,Liverpool,Liverpool,Liverpool,Liverpool,Liverpool,Liverpool,Liverpool
1,7.667,7.667,22.0,21.875,30.0,29.0,18.0,24.0,33.0
2,"£34,727.00","£100,000.00","£100,000.00","£100,000.00","£180,000.00","£180,000.00","£180,000.00","£180,000.00","£180,000.00"
3,33,33,31,35,37,34,38,36,20
4,16,7,10,11,15,12,9,9,5
5,10,10,7,7,7,6,8,7,4
6,182,415,193,278,184,217,332,316,198
7,,,,,,,,,
8,69,53,28,39,32,15,26,39,9
9,3,8,10,11,17,18,15,11,9
10,100%,100%,77%,97%,86%,91%,89%,92%,50%
11,,,7,1,6,3,4,3,12
12,97%,97%,82%,92%,97%,89%,100%,95%,53%
13,5,5,1,5,1,,,2,3
14,,,1,,,,,,
15,30%,36%,48%,54%,57%,76%,84%,53%,65%
16,33%,24%,26%,29%,30%,21%,8%,25%,30%
17,36%,39%,26%,17%,14%,3%,8%,22%,5%
