,2019-2020,2014-2015,2016-2017,2017-2018,2018-2019,2020-2021,2021-2022
1,11.0,13.3,13.3,11.0,21.0,24.0,23.0
2,106923.0,24673.0,53423.0,106923.0,106923.0,106923.0,106923.0
3,24.0,10.0,30.0,18.0,10.0,27.0,3.0
4,1.0,0.0,0.0,0.0,0.0,2.0,0.0
5,2.0,2.8,5.0,2.0,1.0,4.0,2.8
6,1547.0,0.0,0.0,0.0,0.0,1062.0,0.0
7,0.0,0.0,1.0,0.0,0.0,1.0,0.0
8,22.0,4.0,33.0,19.0,11.0,38.0,1.0
9,4.0,5.0,13.0,5.0,2.0,7.0,1.0
10,75.0,20.0,93.0,94.0,60.0,93.0,67.0
11,16.0,8.0,7.0,3.0,21.0,2.0,5.0
12,2.0,12.0,2.0,1.0,12.0,12.0,1.0
13,2.0,0.0,2.0,1.0,0.0,0.0,1.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,54.0,40.0,53.0,39.0,40.0,44.0,33.0
16,21.0,50.0,23.0,33.0,30.0,22.0,33.0
17,25.0,10.0,23.0,28.0,30.0,33.0,33.0
