,2018-2019,2019-2020,2020-2021,2021-2022
1,5.0,4.8,4.8,9.0
2,34423.0,34423.0,34423.0,34423.0
3,23.0,15.0,34.0,29.0
4,2.0,1.0,4.0,0.0
5,2.0,3.0,1.0,2.0
6,666.0,991.0,651.0,0.0
7,0.0,0.0,0.0,0.0
8,18.0,14.0,41.0,21.0
9,5.0,4.0,13.0,8.0
10,70.0,73.0,94.0,31.0
11,15.0,10.0,3.0,27.0
12,3.0,4.0,7.0,3.0
13,3.0,4.0,7.0,3.0
14,0.0,0.0,0.0,0.0
15,22.0,40.0,35.0,48.0
16,13.0,33.0,18.0,24.0
17,65.0,27.0,47.0,28.0
