,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,3.75,3.75,13.0,8.5,3.0,8.5,8.5,3.0,3.625
2,114353,137224,137224,137224,114353,114353,29615,29615,29615
3,33,26,29,14,30,14,15,28,20
4,2,4,1,1,,,,,
5,1,1,,,,1,,,1
6,1383,552,2205,1059,,,,,
7,,,,,,,,,
8,35,17,21,13,38,9,20,29,5
9,14,12,16,8,8,7,1,8,7
10,94,92,86,86,80,71,80,86,25
11,2,2,12,2,10,9,7,6,23
12,87,68,76,78,79,37,47,74,53
13,8,6,3,2,5,2,5,8,1
14,,1,,,1,,1,1,1
15,42,54,55,64,33,50,27,39,50
16,30,19,24,21,33,36,13,21,15
17,27,27,21,14,33,14,60,39,35
