,2020-2021,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2021-2022
1,19.0,17.429,20.0,15.0,19.0,19.0,23.0,17.0,19.0
2,57176,57176,57176,69327,00,00,102,102,102
3,31,18,6,21,19,30,30,33,19
4,4,,,1,,,,1,2
5,1,1,1,,,,1,1,1
6,679,,,1763,,,,2802,796
7,,1,,,,,,,
8,44,17,4,16,18,27,28,45,17
9,5,5,1,11,5,9,9,7,9
10,100,94,67,86,79,97,100,94,100
11,,1,7,17,17,4,3,4,2
12,82,47,38,55,50,79,79,87,50
13,6,5,,4,6,6,6,5,2
14,,1,,1,,1,,,
15,26,39,100,48,58,60,37,36,32
16,32,33,0,33,11,17,43,30,47
17,42,28,0,19,32,23,20,33,21
