,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,1.0,1.0,1.0,1.0,7.75,7.75
2,17808,17885,49808,49808,49808,49808
3,35,29,32,28,27,16
4,1,3,3,4,1,
5,3,2,3,3,,1
6,2382,713,836,505,1834,
7,,,,,,
8,41,31,35,43,40,9
9,7,7,11,6,6,4
10,77,72,94,79,74,69
11,10,11,5,10,15,25
12,92,76,84,74,71,42
13,5,8,11,4,5,3
14,,,,,,
15,34,48,44,32,15,38
16,34,17,13,11,41,13
17,31,34,44,57,44,50
