,2017-2018,2018-2019,2020-2021,2021-2022
1,1.5,27.0,2.75,22.0
2,9038.0,9038.0,9038.0,9038.0
3,13.0,8.0,27.0,14.0
4,0.0,0.0,6.0,0.0
5,2.0,3.0,4.0,3.0
6,0.0,0.0,350.0,0.0
7,0.0,0.0,0.0,0.0
8,13.0,7.0,24.0,12.0
9,1.0,1.0,6.0,3.0
10,54.0,38.0,85.0,79.0
11,14.0,6.0,5.0,9.0
12,3.0,3.0,7.0,2.0
13,3.0,3.0,7.0,2.0
14,0.0,0.0,1.0,0.0
15,23.0,50.0,52.0,29.0
16,23.0,13.0,15.0,36.0
17,54.0,38.0,33.0,36.0
