,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,22.0,14.0,23.0,17.0,19.0,19.0
2,15192,15327,15385,15385,15385,15385
3,22,12,22,21,26,29
4,1,1,2,,1,
5,,,,,,1
6,1929,730,790,,2079,
7,,,,,,2
8,28,17,18,23,33,35
9,6,2,8,5,4,11
10,100,67,73,71,92,72
11,3,25,15,16,5,12
12,65,32,58,55,68,76
13,5,2,9,5,4,11
14,,,,,1,
15,55,42,45,48,23,31
16,14,42,36,24,31,38
17,32,17,18,29,46,31
